word,count
Sheppler's,1
Shera,2
Shera's,1
Sheri,1
Sherlock,3
Sherri,1
Sherrie,2
Sherrill's,1
Sherry,5
Sherry's,2
Sheryl,15
Sheryl's,4
Shica,3
Shimmery,1
Shindig,3
Shine,1
Shirley,12
Shirley's,5
Shirokiya's,1
Shiva,1
Shoemaker,1
Shop,4
Shoprite,1
Short,4
Show,1
Shrek,2
Shrew,7
Shubby,1
Shubu,2
Shulva,2
Siamese,4
Siberia,2
Siberian,2
Sidra,1
Sierra,1
Siew,12
Sig,1
Sig's,3
Sign,1
Sigs,2
Silly,20
Silver,5
Silver's,1
Silverado,1
Simba,95
Simba's,12
Simeone's,1
Simint,1
Simon,9
Simonize,1
Simple,7
Simpskin,2
Simpskins,1
Simpson,1
Simpsons,9
Sir,31
Siril,1
Sis,610
Sis'll,1
Sis's,28
Sissy,1
Sister,34
Sister's,2
Sit,1
Sites,4
Six,12
Skeeball,2
Skeebo,1
Skeeter,1
Skidsteer,1
Skip,1
Skipper,5
Skipper's,3
Skippy,4
Sky,31
Sky's,3
Sleeping,31
Sleepingz,3
Sleeps,2
Sleepy,64
Sleigh,1
Slice,1
Slimy,2
Slinger,34
Slinger's,3
Slinky,6
Slow,4
Sludge,19
Slugger,2
Slurping,1
Small,4
Smartie,1
Smarty,1
Smiladon,3
Smiley,1
Smith,27
Smith's,3
Smokey,10
Smurf,14
Smurf's,3
Smurfs,14
Snail,9
Snail's,2
Snake,2
Snatch,1
Sneakers,1
Sneezer,2
Sneezy,11
Snerd,1
Snitches,5
Snoopy,9
Snoozy,1
Snorer,1
Snow,141
Snowman,18
Snowman's,2
Snowy,1
Snozzle,1
Snuffie,2
Snuffles,7
Snuffles',4
Snuffleuffagus,1
Snuffy,47
Snuffy's,1
Snyder's,1
Soakie,1
Soakie's,1
Soakies,2
Sodor,11
Sojourner,3
Solomon,2
Some,2
Somerville,1
Sonja,1
Sonny,3
Sonoma,1
Sons,1
Sony,1
Sonya,1
Soopa,2
Soopie,1
Sophia,4
Sophie,5
Sophie's,1
Soralofis,1
Sorry,2
Sound,1
South,25
Sow,1
Sox,3
Spaceballs,1
Spag's,2
Spagetti,1
Spaghetti,2
Spaghettios,6
Spags,2
Spain,4
Spanish,20
Sparkey,1
Sparkle,1
Sparks,1
Sparky,5
Sparky's,2
Sparta,3
Spears,1
Special,1
Speedy,2
Spencer,2
Spiberus,3
Spice,2
Spider,9
Spiderman,6
Spike,3
Spiker,1
Spin,1
Spinner,20
Spinosaurus,16
Spinosaurus's,1
Spirit,3
Splashy,6
Splinter,1
Spock,2
Spocket,7
Spokane,1
Sponge,4
Spook,1
Spot,94
Spot's,9
Spotty,4
Spratt,1
Spring,10
Springs,1
Springsteen,3
Sprite,19
Spudinski,16
Spuds,4
Square,9
Squeaky,6
Squirrel,8
Squirt,9
Squishy's,1
Ss,22
Ss's,2
Ssan,1
St,4
Stacey's,1
Stacie,2
Stacy,2
Stan,37
Stan's,4
Stanford,8
Stanley,3
Staples,2
Star,17
Starbucks,16
Starcoms,1
Start,6
Starwars,1
State,10
Staten,1
States,16
Station,2
Statue,1
Steady,1
Steamer,5
Steelers,17
Stella,69
Stella's,7
Step,6
Steph,1
Stephanie,18
Stephanie',1
Stephanie's,3
Stephen,28
Stephen's,5
Stephy,1
Stepmother,3
Stepney,2
Steve,75
Steve's,5
Steven,36
Steven's,3
Stevens,1
Stevie,1
Stewie,1
Sticky,1
Stinky,5
Stish,1
Stit,2
Stitts,2
Stone,1
Stoneham,1
Stooges,3
Stop,6
Stops,1
Store,1
Stores,1
Stories,1
Story,1
Street,91
Street's,4
Stripey,4
Stripie,5
Stromboli,11
Stromboli's,1
Stuart,1
Stuart's,1
Stubborn,1
Stuff,1
Sturbridge,1
Styracosaurus,6
Su,1
Suddenly,2
Sue,18
Sue's,4
Suelo,1
Suess,1
Sugar,31
Sugar's,3
Sukey,6
Sullivan,1
Sullivan's,1
Sullusy,1
Sully,1
Sultan,1
Sultan's,1
Summertime,1
Sun,27
Sunday,520
Sunday's,3
Sundays,3
Sunny,31
Super,6
Superior,1
Superlady,1
Superman,6
Supersaurus,1
Supply,1
Supreme,1
Surfer,4
Survival's,1
Susan,62
Susan's,4
Susannah's,1
Susans,3
Susi,1
Susie,17
Susie's,2
Susu,3
Susy,1
Suzanne,1
Suzanne's,1
Suzette,1
Suzie's,1
Suzy,1
Swahili,1
Swamp,17
Swampscott,1
Sweden,3
Sweden's,1
Sweet,8
Sweetheart,1
Sweetie,210
Sweetiepie,1
Sweetlife,4
Sweets,78
Swifts,4
Swifty,2
Swimmy,1
Swiper,44
Swiper's,3
Swiss,45
Switzerland,2
Swoop,1
Sword,8
Sydney,4
Sylvaine,2
Syndrome,1
Syne,1
Syracuse,3
T,77
TRUE,279
Tab,8
Taber,2
Taco,1
Tad,8
Tadpole,1
Taffy,10
Taffy's,3
Tahoe,33
Tail,1
Taisha,1
Tajumbadi,1
Tajumbidi,1
Tajumbuddy,3
Take,6
Tal,1
Tala,1
Tale,2
Tales,4
Talisha,1
Talkie,1
Tall,4
Tallahassee,3
Tallulah,31
Tally,3
Talula,4
Talula's,1
Talulah,1
Tam,23
Tam's,2
Tamar,40
Tamar's,20
Tamara,1
Tamea,1
Tamea's,1
Tammy,8
Tan,2
Tania,4
Tanks,1
Tanta,9
Tanta's,14
Tanya,63
Tanya's,2
Tara,1
Tara's,2
Tarce,6
Tarci,17
Tarci's,2
Target,8
Tart,1
Tartar,1
Tarts,1
Tarzan,3
Tasha,13
Tasha's,6
Tashy,1
Tater,8
Tater's,1
Taylor,1
Taylors,1
Teana,1
Technical,1
Ted,35
Ted's,3
Teddy,62
Teddy's,8
Teddys,5
Tee,2
Teemon,1
Teenage,4
Teesha,4
Teetee,4
Teflon,1
Tegama,20
Tegama's,2
Teko,2
Teletable,2
Teletubbies,22
Teletubby,6
Telly,14
Tellytubbies,5
Tellytubby,1
Telula,2
Telulah,1
Tempera,2
Temptee,1
Ten,1
Tenderheart,5
Tennessee,6
Teppie,1
Teppy,18
Teppy's,1
Tequila,2
Tequita,2
Terence,14
Terence's,1
Teresa,2
Terrance,1
Terrance's,1
Terranello,1
Terrence,19
Terry,25
Terry's,4
Terrytown,6
Teton,2
Tetrabelodon,1
Tewksbury,1
Tex,1
Texaco,5
Texas,101
Th,1
Than,7
Thanksgiving,49
Thatchel,1
Thaumaticfis,3
Thayer,7
The,2685
Theater,5
Theatre,1
Theodore,2
There's,3
Theresa,5
Theresa's,6
They,1
They're,2
Thing,19
Thirty,1
Thomas,235
Thomas',1
Thomas's,13
Thomases,1
Thompson,2
Thopson,1
Thora,2
Thorahockis,5
Thornberries,1
Thousand,3
Three,7
Thriller,1
Thumb,2
Thumbelina,1
Thumbkin,6
Thumper,34
Thumpkin,2
Thunder,7
Thunderbird,1
Thur,1
Thursday,271
Thursday's,1
Thursdays,2
Thy,1
Tibble,5
Tick,1
Tickle,13
Tickles,27
Tico,4
Tide,1
Tidmouth,1
Tiffany's,1
Tig,20
Tige,1
Tiger,8
Tigger,81
Tigger's,2
Tiggers,5
Tiggie,1
Tike,1
Tiki,2
Tiko,2
Tillie,1
Tim,21
Time,14
Timmy,31
Timmy's,11
Timon,7
Timothy,7
Timothy's,7
Tina,4
Tinaka,1
Ting,2
Tinkerbell,10
Tinkie,1
Tinky,32
Tinnea,1
Tinnea's,1
Tiny,1
Tippy,13
Titanic,1
Titans,3
Titch,2
Titch's,1
Toad,20
Toad's,9
Toaster,2
Toby,55
Toby's,3
Todd,3
Together,5
Tokay,1
Tom,78
Tom's,11
Toma,2
Tomcat,2
Tomlinson,1
Tommies,1
Tommy,73
Tommy's,13
Tonka,1
Tonto,1
Tony,44
Tony's,5
Tonya,9
Too,1
Toodle,1
Toomey,1
Toomey's,4
Toot,132
Toot's,8
Tooth,6
Toots,2
Tootsie,1
Tootzio,2
Top,1
Topham,20
Tophamhat,1
Toppemhat,1
Topper,1
Topsfield,1
Topsy,2
Tornado,1
Torrance,6
Tortoise,1
Total,4
Toucan,2
Tours,1
Tower,2
Tower's,1
Towers,1
Town,5
Toy,23
Tracy,11
Trader,1
Trafton,4
Train,22
Train's,1
Tramp,19
Trans,1
Travino,1
Travis,5
Travis',1
Treasury,1
Tree,2
Treeblebugs,1
Tressa,2
Tressy,2
Trevor,182
Trevor's,29
Triaminic,1
Triceritops,2
Tricey,1
Trina,2
Trip,1
Triple,2
Tritan,4
Tritan's,2
Triton,15
Triton's,3
Tritylodon,1
Trix,1
Trojan,1
Tromper,1
Trouble,4
Troublesome,20
Trowbridge,2
Troy,3
Truck,4
Truckbot,6
Ts,1
Ttat's,1
Tubby,1
Tucker,3
Tucson,20
Tudor,2
Tue,2
Tues,1
Tuesday,240
Tuesday's,1
Tuesdays,3
Tuffy,2
Tulie,3
Tulip,15
Tupperware,2
Tuppy,6
Turbo,7
Turkey,9
Turnpike,2
Turpin,2
Turrow,1
Turtle,12
Turtles,6
Tuscon,1
Tutter,3
Tutter's,1
Tuty,2
Tweedle,22
Tweeny,1
Tweetie,1
Tweetle,2
Tweety,6
Twenty,1
Twiddlebugs,1
Twiglets,1
Twin,1
Twinkie,4
Twinkle,5
Twinkles,4
Twins,4
Two,4
Tylenol,1
Tyler,19
Tyler's,3
Tyrannosaurus,15
U,18
Uba,9
Udder,1
Ugh,1
Uh,7
Ukranian,3
Unc,2
Uncle,205
Underdog,1
United,16
University,7
Unky,1
Up,2
Uranus,9
Ursla,5
Ursula,303
Ursula's,54
Urwin,1
Utah,11
V,66
Val,4
Valentine,11
Valentine's,12
Valentines,2
Valerie,7
Valley,1
Value,1
Van,4
Vanessa,13
Vanessa's,2
Vannesa,1
Vaseline,2
Vegas,1
Velveeta,1
Venice,2
Venus,11
Vermont,24
Vermont's,1
Vernie,3
Vernon,5
Very,200
Vi's,1
Vice,3
Vicki,2
Vicky,2
Victor,9
Victoria,1
Vietnam,1
Vik,30
Village,5
Ville,4
Vinnie,8
Vinny,3
Viola,3
Violet,1
Virginia,37
Virginia's,2
Vito,1
Vixen,2
Vogue,1
Volkswagen,2
Volkswagon,2
Volvo,2
Von,1
Vonda,1
Vye's,1
W,7
W's,4
Wachusett,1
Wags,11
Wags's,2
Wagstaff,1
Waikiki,2
Waimanalo,2
Wake,2
Wakefield,1
Walace,2
Waldo,2
Walker,1
Walkie,1
Wall,4
Walloping,1
Wally,2
Walmart,2
Walt,6
Walter,6
Waltham,2
Waltham's,1
Wanda,5
War,5
Warm,3
Warwick,1
Washington,39
Washington's,2
Washoe,1
Waterman,1
Waters,2
Watertown,2
Way,1
Wayland,21
Wayne,1
Weasel,1
Web,1
Webbys,1
Webster,1
Webster's,1
Wed,1
Wedn,1
Wednesday,277
Wednesday's,1
Wednesdays,3
Wednsday,6
Wee,12
Weeble,3
Weehawken,1
Weekend,2
Weener,189
Weeny,1
Weepy,1
Welch's,1
Welk,1
Wella,1
Wells,3
Welshman,2
Wence,1
Wendy,16
Wendy's,9
Wenesday,1
Were,1
Wes,2
Wes's,1
West,9
Western,1
Westinghouse,1
What,120
What's,5
Wheaties,4
Wheaton,1
Wheels,7
Wheezy,1
Where,1
Whippy,1
White,108
White's,10
Whitewater,2
Whitey,1
Who's,1
Whwt's,1
Wichita,1
Wicked,2
Wiffle,3
Wiggles,24
Wilbur,2
Wild,21
Wilfred,1
Will,1
Will's,1
William,16
William's,1
Williams,13
Willie,15
Willow,1
Willy,19
Willy's,2
Wilma,2
Wilmington,2
Wilson,54
Wilson's,2
Wily,2
Wily's,1
Windex,3
Window,1
Windsor,3
Winifred,1
Winken,1
Winkey,1
Winkie,3
Winky,11
Winky's,3
Winnie,33
Winsor,2
Winston,1
Winstons,1
Wintertime,1
Wisconsin,17
Wise,5
Wish,4
Wishing,1
Wishton,1
Witch,2
Witzi,1
Witzi's,1
Wizard,13
Woburn,1
Woggie,33
Woggie's,3
Woggy,2
Woggy's,1
Wokey,1
Wolf,1
Wolfgang,4
Wollensak,13
Wom,7
Wom's,1
Woman,1
Wonder,3
Wonderland,6
Wong,4
Wonka's,1
Wood,2
Wood's,1
Woodcock,10
Woody,1
Woolworth's,1
Woosky's,1
Worcester,2
Worcester's,1
Worcestershire,6
Words,9
World,12
Worlds,1
Worm,7
Worm's,3
Wren,1
Wrenchie,3
Wrentham,1
Wriggling,1
Writes,1
Writing,4
Wrongway,1
Wubby,1
Wuzzy,14
Wyoming,19
X,10
Xavier,1
Xxx,1
Xylocaine,1
Y,18
Yackary,1
Yaddy,3
Yale,1
Yankee,1
Yauto,1
Yauto's,1
Years,5
Yeddy,2
Yellow,17
Yellowstone,4
Yhomas,1
Ying's,6
Yobaby,16
Yoddy,1
Yodel,1
Yodels,7
Yogi,4
Yogi's,1
Yoko,5
Yolanda,1
Yoni,2
York,139
Yorker,1
Yosemite,2
You,4
Yoyo,3
Yuk,1
Yumyum,1
Yuna,3
Yuppy,5
Yuppy's,1
Yyu're,1
Z,11
Zaboo,1
Zacchariah,1
Zach,22
Zachary,6
Zachery's,2
Zack,42
Zackary,6
Zackary's,1
Zackery,2
Zaida,2
Zamboni,1
Zan,1
Zane,1
Zanzai,1
Zap,2
Zapzap,1
Zayre,1
Zayre's,5
Zayres,4
Zazu,18
Zealand,1
Zebra,1
Zeda,1
Zelda,1
Zephyr,1
Ziggy,1
Zingo,2
Ziphius,3
Zoe,37
Zoe's,3
Zoey,16
Zoey's,1
Zone,1
Zoo,11
Zookeeper,1
Zoomzoom,1
Zorex,1
Zorro,2
Zweiback,6
a,65044
a',1
aa,1
aaaaaaaaaaa,1
aaachoo,1
aah,4
aahbai,2
aahh,1
aardvark,2
ab,1
aba,2
abacus,1
abadabadoo,2
abandon,1
abandoned,6
abc,11
abc's,10
abcdefg,2
abcdefghijklmnopqrstuvwxyz,1
abcs,16
abed,1
abee,6
aberrant,1
abide,1
abilities,1
ability,3
able,225
aboard,24
aboom,5
aboonk,1
abort,1
about,5994
abouts,2
above,175
abra,4
abracadabra,10
abre,4
abridged,1
abscessed,1
absconded,1
absence,1
absent,2
absentmindedly,1
absolutely,71
absorb,2
absorbing,1
abstract,9
absurd,3
abuela,6
abuelo,5
abuh,4
abundant,1
abuse,3
abused,1
abyss,2
academy,2
acc,1
accent,6
accept,4
acceptable,1
accepted,1
access,1
accessible,1
accessories,2
accessorize,5
accessorizes,1
accessorizing,6
accident,114
accidentally,4
accidents,8
accomplice,1
accomplish,1
accomplishment,4
according,4
accordion,11
accreditation,1
accurate,1
accurately,1
ace,2
aces,1
ach,1
ache,161
aches,1
achieve,1
aching,2
achoo,48
achooie,2
achoos,1
achou,1
achy,1
acidic,1
ack,3
acknowledge,1
acknowledgements,1
acoming,2
acorn,37
acorn's,1
acorns,10
acquaintance,2
acquisition,1
acre,4
acrobat,5
acrobatic,2
acrobatics,1
acrobats,1
across,204
act,38
acted,1
acting,37
action,5
action's,1
activated,2
active,4
activities,3
activity,5
actor,2
actors,2
actress,1
acts,5
actual,5
actuality,1
actually,564
ad,2
adamant,1
add,68
added,27
addict,3
adding,6
addition,4
additional,1
address,14
addresses,1
adds,3
adea,1
adeh,1
adenoids,3
adios,6
adjust,6
adjustable,1
adjusted,2
adjusting,5
administration,1
admirage,1
admire,1
admired,3
admirer,1
admiring,4
admit,7
admitted,3
ado,1
adoodoo,1
adopted,1
adopting,1
adoption,10
adorable,10
adoradunde,1
adoreo,1
adoyveleo,1
ads,3
adub,1
adult,10
adult's,3
adults,14
advance,12
advanced,1
advantage,4
adventure,24
adventures,15
adventuring,1
adventurous,1
adverbs,1
advertisement,9
advertisements,3
advertising,3
advice,5
advised,3
advisor,3
advocates,1
aerobics,1
aesthetically,1
afar,1
affair,5
affect,3
affected,1
affection,3
affectionate,2
affects,1
afford,5
affordable,1
aflowing,1
afraid,208
afraiding,1
african,1
after,1552
afternoon,167
afternoon's,1
afternoons,6
afterward,15
afterwards,55
again,2473
againg,1
against,170
age,55
ages,6
agg,1
aggravate,1
aggravated,8
aggravates,1
aggravating,2
aggressive,1
aging,1
ago,274
agree,15
agreeable,3
agreed,17
agreement,3
agrees,1
ah,1586
aha,41
ahchoo,1
ahdoda,1
ahead,863
ahem,6
ahhah,72
ahhchoo,1
ahold,2
ahoy,3
ahtu,1
ahuday,1
aid,16
aids,3
ail,1
aim,9
aimed,1
aiming,4
ain't,148
air,350
air's,2
aircaft,1
aircraft,1
airline,1
airline's,1
airplane,500
airplane's,4
airplanes,37
airport,53
aisle,6
aisles,3
aiyai,1
aiyeeyuh,1
aji,1
ajumelargi,2
ajump,4
al,3
ala,1
alah,1
alala,1
alarm,19
alarmed,1
alas,1
albatross,1
albeit,1
albino,1
album,7
alcohol,2
alcoholic,1
ale,5
alecs,1
alfalfa,2
algae,2
alicy,1
alien,13
aliens,13
alight,2
alike,39
alive,61
all,10151
all's,2
allegiance,6
allergic,14
allergy,1
alley,106
alley's,1
alleys,6
alleyway,3
alleyways,4
alligator,134
alligator's,5
alligators,14
allomorph,1
allon,1
allosaurus,1
allow,4
allowance,7
allowed,39
alls,2
ally,1
almond,42
almonds,19
almost,825
alo,1
alone,245
along,407
aloo,1
alotta,4
aloud,1
alpha,1
alphabeffin,1
alphabet,84
alphabets,9
alpine,2
already,676
alright,4329
alrightie,22
alrighty,61
als,1
alseep,1
also,507
alta,1
alten,1
alternative,1
alternatives,1
although,52
altogether,6
altostratus,1
aluminum,4
alw,1
always,679
am,891
amateur,1
amateurs,1
amazed,12
amazement,3
amazes,1
amazing,81
amber,11
amber's,2
ambidextrous,1
ambient,1
ambitious,1
ambuhlance,1
ambulance,78
ambulances,2
amen,45
amenity,1
american,4
ami,2
amigo,4
amigos,5
aminals,2
ammunition,1
amn't,2
amoebas,1
amok,1
among,8
amongst,3
amount,38
amouta,1
amphibian,1
amphibians,5
amplifier,2
amuse,1
amused,2
amusement,3
amusements,1
amusing,2
an,3414
an',3
anagandzanders,2
analogy,2
analysis,1
analytical,1
analyze,1
anatomy,1
ancestor,1
ancestors,1
anchor,3
anchovies,2
ancient,1
and,45265
androgyny,1
aneek,2
anemone,24
anemone's,1
anemones,1
anew,2
ang,1
angel,39
angel's,1
angelfish,2
angels,17
anger,1
angle,12
angled,1
angler,12
angles,1
angriest,1
angrily,5
angry,130
anh,10
animal,317
animal's,4
animals,756
animals',4
animation,1
anise,1
ankle,8
ankles,3
ankylosaurus,5
ann,1
ann's,3
anna,1
anniversary,1
announced,15
announcement,6
announcements,1
announcer,1
announces,1
annoy,2
annoying,11
anoo,3
another,2805
answer,165
answer's,2
answered,56
answering,22
answers,15
ant,70
ant's,3
anteater,7
anteater's,1
antelope,3
antelopes,2
antenna,13
antenna's,1
antennae,1
antennas,1
anthill,1
anti,1
antibiotic,1
antiman,1
antimen,1
antique,5
antiques,1
antler,2
antlers,10
ants,80
antsy,1
anu,1
anukanuka,1
anxious,6
anxiously,5
any,2193
anybody,261
anybody's,5
anyhoo,1
anyhow,6
anymore,686
anyone,93
anyone's,2
anyplace,8
anything,1112
anything'd,1
anything's,2
anytime,19
anyway,348
anyways,28
anywhere,154
anywho,1
apart,233
apartment,29
apartments,5
apatosaurus,6
apatosauruses,1
ape,12
ape's,2
apes,3
apiece,2
apman,1
apologize,3
apostrophe,1
app,1
apparel,1
apparently,25
appeal,2
appear,11
appearance,1
appeared,36
appears,3
appendage,1
appetite,4
applauded,4
applauds,1
apple,946
apple's,4
apples,170
applesauce,47
appliance,2
appliances,2
applied,1
applies,1
apply,2
appointment,25
appointment's,1
appointments,2
appreciate,12
appreciated,1
appreciates,1
appreciation,1
apprehensive,1
approach,4
approached,12
approaches,1
approaching,1
appropriate,6
appropriately,1
approve,1
approved,1
apricot,13
apricots,1
apron,12
aprons,1
apt,1
aqua,8
aquarium,44
aquiver,1
ar,13
arabesque,7
arbitrary,1
arboretum,4
arc,1
arcade,1
arch,6
archaeologist,2
archaeopteryx,1
arches,1
arching,1
architectural,2
arctic's,1
are,17847
area,21
areas,4
aren't,670
aren'tcha,1
arf,13
argh,2
argue,16
argued,5
arguing,8
argument,11
ari,1
aristocrat,2
ark,10
arm,268
arm's,6
armadillo,41
armadillo's,1
armadillos,13
armchair,2
armchairs,1
armful,2
armoire,4
armor,10
armored,3
arms,212
army,11
arnica,4
aro,1
aromatic,2
around,2357
arr,6
arrange,6
arranged,6
arrangement,3
arranging,1
arrest,8
arrested,5
arright,1
arrive,10
arrived,46
arrives,3
arriving,3
arrow,35
arrow's,1
arrowhead,1
arrowheads,2
arrows,13
arroz,1
arrr,1
art,41
arteries,1
artfully,1
article,5
articles,2
artist,32
artist's,1
artistic,6
artists,2
arts,2
aru,1
as,2202
asay,2
ascent,1
ash,3
ashamed,5
ashay,10
ashes,22
ashore,4
ashtray,11
aside,16
ask,756
asked,582
asking,105
asks,31
asleep,197
asparagrus,1
asparagus,15
aspect,1
asphalt,7
aspirin,6
aspirins,1
ass,4
assaulting,1
assembled,2
assemblies,1
assigning,1
assistant,2
associate,1
associates,1
associating,1
association,1
assortment,2
assume,4
assumed,1
assuming,3
assure,2
asteroid,8
asteroids,4
asthma,3
astonished,2
astonishing,1
astonishment,1
astronaut,25
astronauta,4
astronauts,6
astronomers,1
astronomical,1
astronomically,1
asymmetrical,1
at,9987
at's,1
ate,2006
athlete,2
athletic,2
atiay,2
atlantic,2
atlas,1
atmosphere,5
atom,1
atop,2
atrocious,1
atta,2
attach,55
attached,48
attaching,4
attachments,4
attack,17
attacked,3
attackers,1
attacking,1
attend,2
attending,1
attention,61
attentive,1
attest,1
attic,11
attire,1
attitude,2
attract,1
attracted,3
attractive,6
attracts,1
au,6
audience,8
audio,4
audiotape,1
auditorium,1
auf,1
august,1
auh,1
aunt,78
auntie,97
auntie's,16
aunts,9
author,5
authorized,1
auto,6
autobot,4
automatic,7
automobile,2
automobiles,1
autumn,12
autumnal,1
availability,1
available,7
avalanche,1
ave,1
avenue,6
average,2
aviation,1
avocado,54
avocado's,2
avocados,1
avoid,8
aw,388
await,1
awaits,1
awake,64
awaken,1
awakened,5
award,4
awarded,2
aware,7
awawa,8
away,2391
aweeee,1
awesome,38
awesomer,1
awesomest,1
awful,144
awfully,41
awhile,56
awkwardly,1
awning,3
awoh,187
awoke,4
awoo,1
awow,1
awther,1
ax,25
axe,26
axes,2
axit,1
ay,17
ayawouldili,1
ayayay,2
ayayayayay,1
aye,3
ayee,1
ayeyai,1
ayou,1
azaleas,5
b,348
ba,39
baa,81
baaaa,1
baap,1
bab,1
baba,12
babaa,5
bababa,1
babagi,1
babbing,1
babble,3
babbles,1
babbling,3
babby,2
babe,27
babes,3
babies,360
babo,1
baboom,4
baboon,11
baboons,3
babu,2
babubadu,1
baby,4255
baby',1
baby'll,1
baby's,326
babycakes,1
babys,54
babysat,3
babysit,21
babysits,2
babysitted,1
babysitter,2
babysitter's,2
babysitting,10
bach,3
bachelor,2
back,5484
back's,1
backbone,1
backbone'd,1
backbones,1
backdrop,1
backed,6
backfire,1
background,5
backhoe,26
backing,10
backpack,457
backpack's,13
backpacks,7
backs,38
backside,2
backspace,1
backstage,1
backward,12
backwards,157
backyard,42
bacon,106
bacon's,1
bacteria,3
bad,666
baddy,1
badge,4
badger,6
badges,1
badly,11
badoop,2
bady,5
baffle,1
bag,683
bag's,2
bagah,5
bagel,28
bagels,4
baggage,4
bagged,1
baggie,4
baggy,4
bagpipes,1
bags,52
bah,41
bahah,1
bahbah,19
bahbahbahbah,3
bahbahs,2
bahroom,5
bail,2
bailing,1
bainkoemehbuht,1
bait,10
bak,3
bake,77
baked,40
baker,25
baker's,15
bakers,2
bakery,72
bakes,8
bakesale,1
baking,42
baky,1
bala,1
balance,48
balanced,4
balances,5
balancing,23
balcony,17
bald,13
bale,5
balentine,1
ball,2901
ball's,27
ballerina,29
ballerinas,5
ballet,22
ballie,3
ballies,2
ballon,4
balloon,383
ballooning,1
balloons,148
ballroom,7
ballroom's,1
balls,254
bally,3
balm,2
baloney,30
baloo,1
bam,11
bambi,2
bamboo,7
bamboozled,1
banana,359
banana's,11
bananani,1
bananas,123
band,62
bandage,9
bandaged,1
bandaid,51
bandaids,10
bandana,10
bandhat,1
bandit,5
bandito,2
banditos,2
bandits,1
bands,19
bang,464
banged,18
banging,40
bangle,10
bangs,14
banished,2
banister,2
banjo,27
banjos,1
bank,76
bankers,1
banks,1
banner,2
banners,2
banquet,2
banyan,2
bap,8
bapped,1
bar,80
barbecue,17
barbecued,2
barbecuing,2
barbed,2
barbell,3
barbells,2
barbeque,2
barber,23
barber's,2
barbers,1
barbie,1
bare,19
bareback,1
barefoot,4
barefooted,1
barely,29
bargain,1
barge,2
bark,153
barked,9
barking,32
barks,11
barley,10
barn,184
barn's,1
barnacles,2
barns,5
barnyard,8
barometer,1
barometer's,1
barracuda,5
barrel,33
barrels,2
barrette,43
barrette's,3
barrettes,5
barrier,5
barriers,4
barrow,1
bars,47
base,33
baseball,115
baseballs,2
based,5
basement,33
bases,11
bash,2
basha,1
bashed,1
bashes,1
bashful,3
bashing,1
basic,2
basically,16
basil,11
basin,2
basis,1
bask,4
basket,330
basketball,59
baskets,23
basking,4
bass,9
basses,3
bassinet,3
baster,1
bat,120
batch,7
baterate,1
bath,1035
bathe,35
bathed,2
bathes,1
bathing,57
bathios,3
bathrobe,17
bathroom,108
baths,78
bathtub,41
bathtubs,2
baton,4
bats,30
batted,2
batter,21
batter's,1
battered,2
batteries,119
batters,1
battery,118
battery's,5
batting,4
battle,10
battled,4
bave,1
bawbo,4
bawk,12
bawled,1
bawling,3
bawoo,1
bawp,6
bay,9
bayberry,4
baygan,1
bayoup,2
be,7804
beach,411
beaches,1
bead,19
beads,174
beady,3
beak,40
beaked,1
beaker,2
beaks,5
beam,10
beamed,1
beaming,2
beams,5
bean,104
bean's,1
beanbag,1
beanie,1
beans,268
beanstalk,15
beany,2
bear,1666
bear's,71
beard,62
beards,2
bearing,2
bearings,1
bears,203
bears',4
beast,44
beasts,1
beat,82
beated,3
beater,19
beater's,1
beaters,5
beating,19
beats,1
beautif,1
beautiful,663
beautifully,12
beauty,22
beautyful,4
beaver,20
beavers,5
bebi,1
bec,1
became,34
because,4283
becauses,3
becky,1
beckyohs,1
become,39
becomes,7
becoming,6
bed,1664
bed's,4
bedbugs,1
beddie,3
beddiebye,1
bedding,1
beddy,7
bedroom,58
bedrooms,1
beds,130
bedspread,3
bedtime,62
bedtime's,1
bee,203
beebee,8
beedowt,1
beef,78
beehive,7
beehive's,1
beek,1
beeking,1
beelue,1
beem,3
been,1084
beensie,1
beep,152
beeped,1
beeper,9
beeping,13
beeps,6
beepubnut,1
beer,29
beer'd,1
bees,68
beet,2
beeta,1
beetabeetuh,2
beetle,19
beetles,8
beets,16
beeu,4
bef,2
before,1158
beforehand,1
beg,4
began,135
beggars,1
begged,5
begin,34
beginning,94
begins,39
begonia,1
begonias,1
begun,2
behave,14
behaved,1
behaving,4
behavior,3
behind,459
behold,2
beige,6
bein',1
being,510
beinghave,1
beings,1
believe,272
believed,6
believes,5
believing,2
belive,1
bell,163
belle,30
bellied,2
bellies,4
belliot,1
bellow,1
bellows,1
bells,61
belly,217
belly's,1
bellyache,3
bellybelly,2
bellys,1
belong,131
belonged,7
belonging,1
belongs,129
below,52
belt,93
belts,12
beluga,16
belugas,2
bemoaning,2
bench,51
benches,7
bend,49
bended,2
bending,4
bends,3
beneath,16
beneficial,1
benext,1
bengal,1
bengle,2
bent,27
bep,1
ber,1
beret,1
berries,33
berry,37
berserk,9
bes,1
beside,90
besides,97
bessy,5
best,379
bestest,2
bestow,1
bet,439
betcha,11
better,1897
between,213
betya,1
beverage,2
beware,4
beyond,24
bi,2
biased,1
bib,66
bib's,1
bibba,2
bibbie,11
bibbie's,2
bible,8
bibs,4
bicabee,1
bickle,1
bicycle,128
